train_loss,train_miou,val_loss,val_miou
0.7824678899716591,0.43846883154520294,0.4769125857626347,0.5454461364775027
0.49105111263345547,0.5274485055690463,0.42768383549566186,0.5337846288947797
0.4162650203675989,0.5476385512750297,0.32936964879741826,0.5852123022761658
0.3825280899174808,0.5587186719496231,0.3353027129395408,0.5875173315594439
0.35192416512983554,0.574196815095096,0.26579491481483186,0.6260479925356756
0.3314661099776491,0.5888952809499407,0.2783316339888681,0.6238005965984411
0.3063026488143227,0.6031420332995215,0.4724542028929465,0.5681176362758837
0.30098535454155095,0.6077046888091401,0.3365028011050201,0.5975153151620579
0.2859552398708618,0.624134927926629,0.29064360964372293,0.6221390490807465
0.28144802175316874,0.6208863468180268,0.22747721714838526,0.6512131449516525
0.25556882082978727,0.6338190088050183,0.2712593348150503,0.6290159630106054
0.24015119615618874,0.6439026311718813,0.19769496889752797,0.6647963815104707
0.22791166674877425,0.6542419448952149,0.19015487125612604,0.6700133384708294
0.21972781632030902,0.6586069871172955,0.1817537988770658,0.669280480621365
0.2031039578199414,0.6673314535662689,0.18961498481166864,0.6815508295776532
0.20082328967346008,0.6696029027194537,0.16372437022364164,0.7046610078304543
0.1882579459163895,0.6823283724844267,0.1652364909078147,0.6968131026610231
0.18899135365521308,0.6755057236842942,0.15997148172260153,0.7068817167028022
0.17672887916610452,0.6870187951184283,0.18776219497062652,0.6813863638222648
0.1740116814818456,0.6847814230623493,0.16809468280351764,0.7043220928695003
0.1700119486933966,0.6874437629050866,0.16213725363286796,0.7025464596043122
0.16411493226478296,0.6939215881671026,0.1625273086932752,0.7100900811512136
0.1569016462469233,0.7015404546562048,0.1385749317474247,0.7223073162146874
0.15251813404162481,0.7028610554738831,0.14085096965644836,0.7282713256289464
0.15039305258150254,0.7079147104645312,0.1395413611621549,0.7335496051578827
0.14335341039283253,0.713056192602377,0.1387823467407044,0.730007203907081
0.1397423975462691,0.716704521448744,0.1372953389762927,0.7306871756403671
0.13743253653895646,0.7174558613452743,0.17716993950178822,0.711130916900804
0.1308302681376297,0.7231177031652374,0.1288625359087874,0.738230739936925
0.12465259555013548,0.7321894600117997,0.1313903086103391,0.7430082145725743
0.11908982172099003,0.7351851367434924,0.12971151330147718,0.7445920897096278
0.11602420492086575,0.7349329474200939,0.1271074237141262,0.7553404570640435
0.11279856149501552,0.7408838365515515,0.12352876572530996,0.7536487880966289
0.10867121786063424,0.7405878832789816,0.12439276607099116,0.7528665062272476
0.10518871568244098,0.7463340836949801,0.1261988294107121,0.7590493555420466
0.10177122895776274,0.7497766291213489,0.1184318317196816,0.7571480322823708
0.10074457431829897,0.752663984944832,0.12582208903402275,0.756506838701335
0.09946095927425712,0.7587238956109497,0.12062433685945428,0.7583142600036009
0.09861650794485799,0.7565008265613749,0.12231562861991471,0.7595510846925114
0.09825439890138353,0.7591970480034579,0.12446743366870903,0.7615160807475021
