train_loss,train_miou,val_loss,val_miou
0.09825439890138353,0.7591970480034579,0.4229499335902736,0.516558750556716
0.09825439890138353,0.7591970480034579,0.41012766264157924,0.5480054565405487
0.09825439890138353,0.7591970480034579,1.2168134449267074,0.3055622376092958
0.09825439890138353,0.7591970480034579,0.33491603364773337,0.6098549268955635
0.09825439890138353,0.7591970480034579,0.28181071968182275,0.6302795994317842
0.09825439890138353,0.7591970480034579,0.29631460747527943,0.6192649960665609
0.09825439890138353,0.7591970480034579,0.2791783435847366,0.6182483689374507
0.09825439890138353,0.7591970480034579,0.26492906203448485,0.6265209574850221
0.09825439890138353,0.7591970480034579,0.2821591513332949,0.6181577357562843
0.09825439890138353,0.7591970480034579,0.25996103969173157,0.6424798450382092
0.09825439890138353,0.7591970480034579,0.2560595054670479,0.6327793897935547
0.09825439890138353,0.7591970480034579,0.2402939960525067,0.6517007900816174
0.09825439890138353,0.7591970480034579,0.24565236087376863,0.641194957061852
0.09825439890138353,0.7591970480034579,0.23950872307526316,0.6499330519801684
0.09825439890138353,0.7591970480034579,0.26554364861189045,0.6381573033651853
0.09825439890138353,0.7591970480034579,0.2732770778264483,0.6230684676778571
0.09825439890138353,0.7591970480034579,0.25526605429239646,0.6391769838993724
0.09825439890138353,0.7591970480034579,0.22988301256428595,0.6582533642854911
0.09825439890138353,0.7591970480034579,0.2149320836979163,0.6687928002008044
0.09825439890138353,0.7591970480034579,0.21503552867728237,0.6653656894638402
0.09825439890138353,0.7591970480034579,0.2389559110201088,0.6516327287739873
0.09825439890138353,0.7591970480034579,0.22791460072113942,0.6586674008284021
0.09825439890138353,0.7591970480034579,0.24272093325441998,0.6464518468662919
0.09825439890138353,0.7591970480034579,0.22313142642944414,0.657424058440175
0.09825439890138353,0.7591970480034579,0.2866586619426334,0.6273479282380797
0.09825439890138353,0.7591970480034579,0.2084607491057605,0.6691023870967576
0.09825439890138353,0.7591970480034579,0.2132070467513623,0.6727796903271507
0.09825439890138353,0.7591970480034579,0.2172964501218437,0.6623302118633558
0.09825439890138353,0.7591970480034579,0.20012223660904757,0.6744893958684001
0.09825439890138353,0.7591970480034579,0.2025907981068698,0.6740304887508717
0.09825439890138353,0.7591970480034579,0.19900629076569387,0.6820599792124964
0.09825439890138353,0.7591970480034579,0.19241590813326787,0.6798941614304543
0.09825439890138353,0.7591970480034579,0.18794674391866636,0.6831091717601361
0.09825439890138353,0.7591970480034579,0.19085063805367883,0.6814219706839262
0.09825439890138353,0.7591970480034579,0.18709152600142445,0.685755849025393
0.09825439890138353,0.7591970480034579,0.18742844877858422,0.6818535105076583
0.09825439890138353,0.7591970480034579,0.1827741068028803,0.6854598527272322
0.09825439890138353,0.7591970480034579,0.1910663466409538,0.6833127626517137
0.09825439890138353,0.7591970480034579,0.1891889874434537,0.6810161378046917
0.09825439890138353,0.7591970480034579,0.1852844290851806,0.6846145286401117
